	1308	11.3	0.4	11.2	NP_61	27982	28229	-313271	C	DIVER_LTR	LTR/Pao	0	224	1	11	247
	1628	4.8	1.1	0.6	NP_61	225637	225884	-115616	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	314	-457	99	247
	795	15.8	24	1	NP_61	184997	185246	-156254	+	GTWIN_I	LTR/Gypsy	1	307	-6200	86	249
	2281	0.4	0.8	0	NP_61	18284	18534	-322966	+	Gypsy-2_DSe-LTR	LTR/Gypsy	1	253	0	7	250
	2320	0.4	0.4	0	NP_61	11626	11877	-329623	+	Gypsy-2_DSe-LTR	LTR/Gypsy	1	253	0	7	251
	1166	16.6	1.9	8.5	NP_61	290220	290482	-51018	+	Gypsy-3_DSe-I	LTR/Gypsy	1	247	-7126	157	262
	1079	11	2.3	7.6	NP_61	273	536	-340964	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	1	263
	1986	4	2.3	4.7	NP_61	230391	230654	-110846	+	BLOOD_LTR	LTR/Gypsy	1	258	-141	108	263
	1292	8	1	7.3	NP_61	289819	290087	-51413	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	157	268
	2016	3.4	5.9	1.8	NP_61	1	272	-341228	+	Gypsy-5_DSim-I	LTR/Gypsy	7091	7373	0	1	271
	1991	9.7	0	0	NP_61	121120	121398	-220102	C	R1_DM	Non-LTR_retrotransposon/R1	-4743	613	335	51	278
	1988	10	0	0	NP_61	125177	125455	-216045	C	R1_DM	Non-LTR_retrotransposon/R1	-4743	613	335	53	278
	1849	9.8	1.4	1.8	NP_61	117036	117315	-224185	C	R1_DM	Non-LTR_retrotransposon/R1	-4743	613	335	49	279
	1729	7	1.2	2.1	NP_61	222871	223151	-118349	+	NINJA_I	LTR/Pao	2	308	-5703	100	280
	1843	11.8	4.5	0	NP_61	274573	274860	-66640	C	R1_DM	Non-LTR_retrotransposon/R1	-4747	609	309	145	287
	1888	11.4	4.2	0	NP_61	270190	270478	-71022	C	R1_DM	Non-LTR_retrotransposon/R1	-4747	609	309	136	288
	1901	11.4	4.1	0	NP_61	244776	245065	-96435	C	R1_DM	Non-LTR_retrotransposon/R1	-4746	610	309	116	289
	1958	10.6	4.4	0	NP_61	229833	230125	-111375	C	R1_DM	Non-LTR_retrotransposon/R1	-4742	614	309	105	292
	1350	16.9	5.1	1.3	NP_61	28427	28720	-312780	+	DM412B_LTR	LTR/Gypsy	161	465	-106	14	293
	1064	18.9	9.5	2.9	NP_61	135904	136197	-205303	+	TIRANT_LTR	LTR/Gypsy	1	313	-104	57	293
	1103	18.9	9.2	2.9	NP_61	127846	128140	-213360	+	TIRANT_LTR	LTR/Gypsy	1	313	-104	55	294
	1958	11.1	4	0	NP_61	249802	250098	-91402	C	R1_DM	Non-LTR_retrotransposon/R1	-4739	617	309	121	296
	2002	10.4	4	0	NP_61	265810	266106	-75394	C	R1_DM	Non-LTR_retrotransposon/R1	-4739	617	309	128	296
	1184	14.5	2	8.5	NP_61	161284	161581	-179919	+	Gypsy-13_DSim-I	LTR/Gypsy	5238	5443	-1	70	297
	2485	4	0	0	NP_61	249496	249797	-91703	C	R1_DSi	Non-LTR_retrotransposon/R1	-4350	1084	783	120	301
	2531	2.7	0.7	2.3	NP_61	27654	27960	-313540	C	DIVER_I	LTR/Pao	-5341	302	1	11	306
	2237	7.3	1	0	NP_61	46336	46649	-294851	+	Gypsy-2_DSim-LTR	LTR/Gypsy	1	392	-771	22	313
	1940	9	0.6	0.5	NP_61	161552	161866	-179634	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	376	-395	70	314
	2693	2.2	0.6	0.9	NP_61	138931	139248	-202252	C	NINJA_LTR	LTR/Pao	0	317	1	61	317
	2677	2.5	0.6	0.9	NP_61	153493	153810	-187690	C	NINJA_LTR	LTR/Pao	0	317	1	64	317
	1689	17.8	7.5	0	NP_61	32945	33265	-308235	+	Gypsy-7_DSim-I	LTR/Gypsy	4682	5026	-1151	17	320
	2373	9.3	0	0.6	NP_61	138378	138700	-202800	C	R1_DM	Non-LTR_retrotransposon/R1	-560	4796	4476	59	322
	2604	3.2	0.3	2.2	NP_61	222547	222869	-118631	+	NINJA_LTR	LTR/Pao	1	317	0	100	322
	2575	3.8	0	2.2	NP_61	225133	225455	-116045	+	NINJA_LTR	LTR/Pao	1	316	-1	100	322
	987	21.1	11.5	2.7	NP_61	184594	184917	-156583	+	Gypsy_LTR	LTR/Gypsy	55	379	-103	85	323
	2436	6.5	0	2.5	NP_61	265498	265830	-75670	C	R1_DSi	Non-LTR_retrotransposon/R1	-4350	1084	760	127	332
	2053	14.8	0	0.3	NP_61	58585	58920	-282580	+	IDEFIX_I	LTR/Gypsy	4045	4379	-1249	28	335
	369	34	3.1	2.8	NP_61	155238	155594	-185906	+	Gypsy-5_DSim-I	LTR/Gypsy	697	1054	-5455	62	356
	2379	9.4	6.3	0.3	NP_61	50084	50446	-291054	C	DIVER2_LTR	LTR/Pao	0	385	1	25	362
	2446	9.1	6	0.3	NP_61	56748	57111	-284389	+	DIVER2_LTR	LTR/Pao	1	385	0	27	363
	3264	1.4	0.3	1.1	NP_61	152400	152771	-188729	+	Gypsy-5_DSim-LTR	LTR/Gypsy	1	369	0	62	371
	57720	0.4	0.7	0.1	NP_61	93060	93432	-248068	+	Gypsy5_I	LTR/Gypsy	6149	6509	0	44	372
	3112	3.7	4	0	NP_61	9123	9496	-332004	C	DIVER_I	LTR/Pao	-4398	1245	857	6	373
	3252	1.4	0.3	1.6	NP_61	144494	144867	-196633	+	Gypsy-5_DSim-LTR	LTR/Gypsy	1	369	0	62	373
	2393	10.6	4.5	2.1	NP_61	64285	64660	-276840	+	DIVER2_LTR	LTR/Pao	1	385	0	32	375
	3166	4	0.5	0	NP_61	203185	203561	-137939	+	STALKER4_LTR	LTR/Gypsy	1	379	-23	90	376
	2226	10.1	6.1	1.5	NP_61	65317	65710	-275790	+	Gypsy-10_DSim-I	LTR/Gypsy	5089	5500	-128	33	393
	3323	2.8	4.8	0	NP_61	72697	73094	-268406	+	TIRANT_LTR	LTR/Gypsy	1	417	0	37	397
	2253	10.2	2.8	4.1	NP_61	162396	162793	-178707	+	Gypsy-31_DYa-I	LTR/Gypsy	1	393	-7175	72	397
	2965	4.6	0.8	2	NP_61	3228	3628	-337872	+	Gypsy-5_DSim-I	LTR/Gypsy	2970	3365	-3797	1	400
	2643	5.2	0.7	10.3	NP_61	8687	9090	-332410	+	Gypsy-5_DSim-LTR	LTR/Gypsy	1	369	0	4	403
	2643	5.2	0.7	10.3	NP_61	19130	19533	-321967	+	Gypsy-5_DSim-LTR	LTR/Gypsy	1	369	0	10	403
	2643	5.2	0.7	10.3	NP_61	36707	37110	-304390	+	Gypsy-5_DSim-LTR	LTR/Gypsy	1	369	0	19	403
	2647	11	2.7	1	NP_61	161866	162270	-179230	+	Gypsy-31_DYa-I	LTR/Gypsy	7155	7566	-2	71	404
	2415	13.8	1	2.5	NP_61	183634	184041	-157459	+	GTWIN_LTR	LTR/Gypsy	1	402	-93	83	407
	2414	13.8	1	2.5	NP_61	190972	191379	-150121	+	GTWIN_LTR	LTR/Gypsy	1	402	-93	86	407
	45969	6.5	1.4	0.2	NP_61	219673	220081	-121419	+	ZAM_I	LTR/Gypsy	6994	7490	0	97	408
	2057	13.3	6.3	4	NP_61	58198	58611	-282889	+	Gypsy-7_DSim-LTR	LTR/Gypsy	1	423	-19	17	413
	3644	2.6	0	0	NP_61	80609	81025	-260475	+	TIRANT_LTR	LTR/Gypsy	1	417	0	39	416
	2608	10.2	2.9	1.6	NP_61	184199	184619	-156881	+	DM412	LTR/Gypsy	2285	2710	-3767	84	420
	3868	0.2	0	0	NP_61	297276	297699	-43801	+	Stalker2_LTR	LTR/Gypsy	1	424	0	163	423
	3868	0.2	0	0	NP_61	304992	305415	-36085	+	Stalker2_LTR	LTR/Gypsy	1	424	0	163	423
	2294	11.5	9.7	1.1	NP_61	213352	213776	-127724	+	ZAM_I	LTR/Gypsy	949	1410	-6080	97	424
	3867	0.7	0.2	0	NP_61	85154	85582	-255918	+	Gypsy5_LTR	LTR/Gypsy	1	430	0	43	428
	2161	15.1	9.6	1.3	NP_61	71239	71674	-269826	+	ZAM_LTR	LTR/Gypsy	1	472	0	35	435
	2828	9.8	2	2.5	NP_61	196084	196524	-144976	+	Gypsy-29_DWil-LTR	LTR/Gypsy	1	439	0	89	440
	2848	9.5	2	2.5	NP_61	201632	202072	-139428	+	Gypsy-29_DWil-LTR	LTR/Gypsy	1	439	0	89	440
	2058	18.2	2.5	3.3	NP_61	331142	331588	-9912	+	Gypsy1-LTR_DM	LTR/Gypsy	2	392	-16	175	446
	341	27.2	5.8	7.2	NP_61	158310	158760	-182740	+	Pifo_I	LTR/Gypsy	6789	7233	-879	67	450
	2108	7.9	6.5	2.5	NP_61	163757	164210	-177290	+	Gypsy-12_DSim-LTR	LTR/Gypsy	1	594	0	74	453
	3937	0.9	0.2	0	NP_61	299097	299556	-41944	+	Stalker2_I	LTR/Gypsy	1126	1586	-5810	163	459
	1975	7.1	9.9	7.1	NP_61	339886	340346	-1154	C	DNAREP1_DM	RC/Helitron	0	692	1	177	460
	4380	0.4	0	0	NP_61	202085	202562	-138938	+	Helena_Ds	Non-LTR_retrotransposon/Jockey	4435	4912	0	88	477
	2589	13.5	8.8	0.8	NP_61	295918	296395	-45105	+	MDG1_I	LTR/Gypsy	69	584	-6012	162	477
	3100	11.3	1.2	0.6	NP_61	326841	327319	-14181	+	DM412B_LTR	LTR/Gypsy	1	482	-89	168	478
	3385	7.5	1	1.9	NP_61	291002	291487	-50013	+	DM412B_LTR	LTR/Gypsy	1	482	-89	159	485
	1464	25.4	1.6	3.8	NP_61	156697	157184	-184316	+	Gypsy-5_DSim-I	LTR/Gypsy	3280	3757	-3405	65	487
	4049	5.4	0.2	0.8	NP_61	226842	227347	-114153	C	R1_DSi	Non-LTR_retrotransposon/R1	-3417	2017	1515	101	505
	4655	0.8	0	0	NP_61	310640	311145	-30355	+	TABOR_LTR	LTR/Gypsy	1	506	0	165	505
	4047	0.8	0.8	7	NP_61	318841	319352	-22148	+	DM412B_LTR	LTR/Gypsy	1	482	-89	166	511
	2974	12.9	2.9	0.2	NP_61	290483	291001	-50499	+	DM412	LTR/Gypsy	642	1174	-5303	158	518
	2928	10.2	7.8	3.3	NP_61	48245	48772	-292728	+	Gypsy-7_DSim-I	LTR/Gypsy	377	927	-5669	17	527
	4057	8.5	0.6	0	NP_61	250315	250846	-90654	C	R1_DSi	Non-LTR_retrotransposon/R1	-411	5023	4489	122	531
	318	29.4	8.9	5.7	NP_61	155883	156449	-185051	+	Gypsy-5_DSim-I	LTR/Gypsy	3202	3413	-3799	62	566
	5130	1	0.2	0.4	NP_61	319353	319924	-21576	+	DM412	LTR/Gypsy	1	561	-5916	167	571
	3686	10	2.6	1.5	NP_61	71747	72323	-269177	+	Gypsy8_I	LTR/Gypsy	2451	3033	-1314	36	576
	4437	9	0.7	0	NP_61	237772	238360	-103140	C	R1_DM	Non-LTR_retrotransposon/R1	-446	4910	4318	111	588
	5341	1.4	0.3	0	NP_61	18538	19129	-322371	+	Gypsy-5_DSim-I	LTR/Gypsy	6569	7162	0	8	591
	4053	9.5	7.3	0.3	NP_61	277783	278374	-63126	C	R1_DM	Non-LTR_retrotransposon/R1	-406	4950	4318	151	591
	4833	2.9	0.5	1.5	NP_61	2640	3232	-338268	+	Gypsy-5_DSim-I	LTR/Gypsy	1629	2215	-4947	1	592
	5536	0.2	0.2	0	NP_61	64720	65315	-276185	+	Gypsy-10_DSim-I	LTR/Gypsy	3737	4333	-855	33	595
	4244	9.2	6	0	NP_61	240386	240982	-100518	C	R1_DSi	Non-LTR_retrotransposon/R1	-411	5023	4391	112	596
	4280	9.2	5.8	0	NP_61	247989	248586	-92914	C	R1_DSi	Non-LTR_retrotransposon/R1	-411	5023	4391	119	597
	2733	16.3	9.6	1.8	NP_61	330100	330706	-10794	C	DNAREP1_DSim	RC/Helitron	0	692	40	174	606
	3338	13.2	5.6	1.6	NP_61	28755	29363	-312137	+	DM412	LTR/Gypsy	1	633	-5844	15	608
	4673	8.3	0.8	0.3	NP_61	270692	271317	-70183	C	R1_DM	Non-LTR_retrotransposon/R1	-406	4950	4322	138	625
	4725	8.8	0.8	0.2	NP_61	245280	245908	-95592	C	R1_DSi	Non-LTR_retrotransposon/R1	-406	4950	4318	118	628
	4622	9.4	0.9	0.3	NP_61	275075	275703	-65797	C	R1_DM	Non-LTR_retrotransposon/R1	-406	4950	4318	147	628
	4669	8.6	0.9	0.5	NP_61	228409	229038	-112462	C	R1_DM	Non-LTR_retrotransposon/R1	-406	4950	4318	103	629
	4712	9.1	0.6	0.2	NP_61	266323	266952	-74548	C	R1_DM	Non-LTR_retrotransposon/R1	-406	4950	4318	129	629
	4827	2.5	0.9	0.3	NP_61	202553	203184	-138316	+	STALKER4_I	LTR/Gypsy	5895	6530	0	90	631
	4738	9.9	0.5	0	NP_61	242743	243379	-98121	C	R1_DSi	Non-LTR_retrotransposon/R1	-404	5030	4391	114	636
	5735	1.7	0.9	0	NP_61	33261	33910	-307590	C	FW_DM	Non-LTR_retrotransposon/Jockey	-3534	1158	503	18	649
	4066	14.3	0.9	0.6	NP_61	63625	64284	-277216	+	IDEFIX_I	LTR/Gypsy	4376	5037	-591	31	659
	933	29.2	4.2	3.6	NP_61	157495	158155	-183345	+	Gypsy-5_DSim-I	LTR/Gypsy	5605	6148	-333	62	660
	5688	3.3	0.1	0.6	NP_61	238391	239068	-102432	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1598	112	677
	4246	6.1	3.3	7.6	NP_61	152796	153492	-188008	C	NINJA_I	LTR/Pao	-5342	669	1	64	696
	5871	3.9	0.7	0.6	NP_61	3622	4339	-337161	+	Gypsy-5_DSim-I	LTR/Gypsy	3541	4259	-2903	1	717
	5099	7.3	1.5	2.9	NP_61	267861	268591	-72909	C	R1_DSe	Non-LTR_retrotransposon/R1	-4347	1070	350	131	730
	5003	7.2	1.5	3.9	NP_61	272234	272971	-68529	C	R1_DSe	Non-LTR_retrotransposon/R1	-4347	1070	350	140	737
	2264	16.8	5.8	5.4	NP_61	162856	163616	-177884	+	Gypsy-31_DYa-I	LTR/Gypsy	422	884	-6684	72	760
	6465	3.3	0	0.8	NP_61	229070	229832	-111668	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1516	104	762
	728	19.7	2.3	15.2	NP_61	296505	297275	-44225	+	MDG1_I	LTR/Gypsy	3	1529	-4585	162	770
	1762	32.7	0.8	0.9	NP_61	174800	175608	-165892	+	HMSBEAGLE_I	LTR/Gypsy	892	2113	-4416	79	808
	3253	11.3	1.5	5.5	NP_61	227363	228184	-113316	C	R1_DSi	Non-LTR_retrotransposon/R1	-4329	1184	387	102	821
	2172	21.6	18.3	2.3	NP_61	85583	86409	-255091	+	Gypsy-5_DSim-I	LTR/Gypsy	25	981	-6181	43	826
	7302	2.2	3.8	0.2	NP_61	223152	224015	-117485	+	NINJA_I	LTR/Pao	2053	2947	-3064	100	863
	7214	4.1	0.2	0.5	NP_61	264624	265498	-76002	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1400	127	874
	7242	3.9	0.2	0.5	NP_61	266987	267861	-73639	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1400	130	874
	7323	3.9	0.1	0.5	NP_61	248620	249496	-92004	C	R1_DSi	Non-LTR_retrotransposon/R1	-3161	2273	1400	120	876
	7097	4.1	0.3	0.8	NP_61	271358	272234	-69266	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1400	139	876
	6451	6	4.4	1	NP_61	49200	50083	-291417	+	Gypsy-7_DSim-I	LTR/Gypsy	1227	2140	-4456	17	883
	8021	2.1	0.2	0.3	NP_61	42686	43599	-297901	+	Gypsy-7_DSim-I	LTR/Gypsy	2914	3795	-3031	17	913
	5778	9.1	1.3	4	NP_61	160002	160918	-180582	+	Gypsy8_I	LTR/Gypsy	2451	3343	-1004	69	916
	5588	10.1	0.5	5.6	NP_61	220155	221076	-120424	+	Gypsy8_I	LTR/Gypsy	2451	3328	-1019	99	921
	7773	1.9	0	0	NP_61	200708	201631	-139869	+	Gypsy-29_DWil-I	LTR/Gypsy	4839	5762	0	89	923
	6723	5.9	6	0.6	NP_61	57112	58038	-283462	C	MDG1_I	LTR/Gypsy	-4456	2140	1164	26	926
	7854	4.2	1.6	0.1	NP_61	19566	20502	-320998	C	DIVER_I	LTR/Pao	-4398	1245	295	11	936
	8102	4.2	1	0	NP_61	225870	226832	-114668	C	R1_DSi	Non-LTR_retrotransposon/R1	-5	5429	4457	101	962
	8610	4.5	0.2	0.4	NP_61	269149	270186	-71314	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1237	135	1037
	8635	4.4	0.2	0.4	NP_61	273532	274569	-66931	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1237	144	1037
	9207	0.7	1.4	0.1	NP_61	297706	298751	-42749	+	Stalker2_I	LTR/Gypsy	1	1060	-6336	163	1045
	2736	26.3	2.5	10.8	NP_61	128445	129510	-211990	+	TIRANT_I	LTR/Gypsy	351	1336	-6356	56	1065
	4688	12.1	9.1	1.6	NP_61	284943	286018	-55482	C	R1_DSi	Non-LTR_retrotransposon/R1	-4161	1273	123	154	1075
	9359	4.1	1.4	0	NP_61	37143	38248	-303252	C	DIVER_I	LTR/Pao	-4398	1245	124	21	1105
	9797	1.9	0.1	0.2	NP_61	224006	225132	-116368	+	NINJA_I	LTR/Pao	4886	6011	0	100	1126
	5346	1.9	6.9	2	NP_61	230785	231962	-109538	+	BLOOD_I	LTR/Gypsy	1	1237	-5376	109	1177
	10426	2.9	1.2	0	NP_61	288591	289813	-51687	C	R1_DSi	Non-LTR_retrotransposon/R1	-1796	3638	2401	156	1222
	4982	13.4	4.8	3.4	NP_61	263239	264489	-77011	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	829	-7068	125	1250
	10173	4.3	2.5	1.6	NP_61	46864	48131	-293369	+	Helena_Ds	Non-LTR_retrotransposon/Jockey	3619	4898	-14	24	1267
	6889	8.9	9.5	6	NP_61	239069	240402	-101098	C	R1_DSi	Non-LTR_retrotransposon/R1	-4043	1391	9	112	1333
	11324	3.9	0.5	0.3	NP_61	243418	244766	-96734	C	R1_DSi	Non-LTR_retrotransposon/R1	-3166	2268	917	115	1348
	2746	19.9	6.4	6.2	NP_61	221070	222546	-118954	+	Gypsy8_I	LTR/Gypsy	3407	4093	-254	99	1476
	2766	18.2	3.7	6.9	NP_61	81030	82514	-258986	+	Gypsy8_I	LTR/Gypsy	3407	5443	-1	40	1484
	12090	7.1	0.1	0	NP_61	189469	190967	-150533	+	GTWIN_I	LTR/Gypsy	4921	6420	-1	86	1498
	8057	2.6	7.4	0.6	NP_61	4330	5899	-335601	C	FW_DM	Non-LTR_retrotransposon/Jockey	-2513	2179	503	3	1569
	13160	5	2.3	0.7	NP_61	275733	277400	-64100	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	579	148	1667
	11279	6.6	1.4	1.1	NP_61	241023	242715	-98785	C	R1_DSi	Non-LTR_retrotransposon/R1	-3167	2267	197	113	1692
	13586	4.8	1.3	0.8	NP_61	278402	280106	-61394	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	559	152	1704
	4018	27.7	3	2.3	NP_61	179275	180985	-160515	+	Gypsy-53_DEl-I	LTR/Gypsy	2325	4047	-342	81	1710
	10497	12.5	2.4	0.1	NP_61	293854	295565	-45935	+	GTWIN_I	LTR/Gypsy	2278	4560	-2962	160	1711
	16507	0.1	0.1	0	NP_61	194314	196078	-145422	+	Helena_Ds	Non-LTR_retrotransposon/Jockey	2673	4438	-474	88	1764
	11608	7.2	2.8	5.8	NP_61	675	2570	-338930	+	Gypsy-5_DSim-I	LTR/Gypsy	1	1612	-5550	1	1895
	7718	13.1	4.5	2.7	NP_61	291490	293491	-48009	+	DM412	LTR/Gypsy	3	2109	-4368	160	2001
	15398	6.4	3.7	0.3	NP_61	136333	138355	-203145	C	R1_DSi	Non-LTR_retrotransposon/R1	-2977	2457	366	58	2022
	12888	7.5	4.6	1.1	NP_61	245953	247985	-93515	C	R1_DSi	Non-LTR_retrotransposon/R1	-3172	2262	27	118	2032
	17848	4	0.3	0.1	NP_61	207844	209905	-131595	+	NOMAD_I	LTR/Gypsy	2258	4322	-2250	94	2061
	4430	16.2	2.3	8.5	NP_61	261188	263271	-78229	+	Gypsy-13_DSim-I	LTR/Gypsy	2481	5444	0	125	2083
	10027	21.4	0.2	0.3	NP_61	9489	11601	-329899	+	Gypsy-2_DSe-I	LTR/Gypsy	3807	5918	-591	7	2112
	18175	2.4	0.9	0.4	NP_61	181465	183633	-157867	+	STALKER4_I	LTR/Gypsy	812	3182	-3348	82	2168
	17897	5.9	0.2	3.1	NP_61	204488	206818	-134682	+	NOMAD_I	LTR/Gypsy	1	2259	-4313	94	2330
	19365	3.9	1.8	0.1	NP_61	286234	288569	-52931	C	R1_DSi	Non-LTR_retrotransposon/R1	-411	5023	2649	155	2335
	20080	2.9	0.9	0.1	NP_61	82812	85153	-256347	C	R1_DSi	Non-LTR_retrotransposon/R1	-331	5103	2743	42	2341
	19059	4.7	1.6	0.3	NP_61	93433	95782	-245718	C	R1_DSi	Non-LTR_retrotransposon/R1	-2688	2746	366	46	2349
	19749	3.7	0.8	0.2	NP_61	125478	127845	-213655	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	2489	54	2367
	13871	15.4	1.8	0.8	NP_61	43599	46296	-295204	+	Gypsy-7_DSim-I	LTR/Gypsy	4402	7154	-254	17	2697
	24332	1.4	0.5	0	NP_61	191537	194306	-147194	+	STALKER4_I	LTR/Gypsy	3179	5961	-569	87	2769
	10382	16	1.9	2.6	NP_61	209904	212683	-128817	+	NOMAD_I	LTR/Gypsy	4567	7528	-11	94	2779
	12956	22.2	0.8	0.2	NP_61	5904	8692	-332808	+	Gypsy5_I	LTR/Gypsy	3715	6508	-1	4	2788
	22241	4.2	1.6	1	NP_61	50447	53240	-288260	+	Gypsy-7_DSim-I	LTR/Gypsy	2136	4945	-1651	17	2793
	13164	22.2	0.5	0.2	NP_61	33915	36712	-304788	+	Gypsy5_I	LTR/Gypsy	3715	6508	-1	19	2797
	26157	4.2	3.9	1	NP_61	53381	56747	-284753	C	MDG1_I	LTR/Gypsy	-998	5598	2136	26	3366
	8864	26.8	1.1	1	NP_61	175817	179289	-162211	+	Gypsy-53_DEl-I	LTR/Gypsy	1	5159	-1386	81	3472
	19414	1.3	2.1	1	NP_61	29364	32948	-308552	+	Gypsy-7_DSim-I	LTR/Gypsy	1	3229	-3597	16	3584
	31632	3.3	1	0.1	NP_61	121421	125177	-216323	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	1076	52	3756
	32404	3.1	0.5	0	NP_61	113261	117036	-224464	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	1076	48	3775
	32312	3.3	0.4	0.1	NP_61	117338	121120	-220380	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	1076	50	3782
	14596	4	3	0.5	NP_61	95805	99805	-241695	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	364	47	4000
	36584	0.9	0.8	0	NP_61	59180	63208	-278292	+	Chimpo_I	LTR/Gypsy	1	4059	0	30	4028
	30576	10.5	0.7	0.1	NP_61	185276	189421	-152079	+	GTWIN_I	LTR/Gypsy	783	4916	-1505	86	4145
	35165	2.8	1	0.9	NP_61	196525	200719	-140781	+	Gypsy-29_DWil-I	LTR/Gypsy	1	4201	-1561	89	4194
	38028	0.3	0.1	0.5	NP_61	256734	260973	-80527	+	DOC6_DM	Non-LTR_retrotransposon/Jockey	1	4222	0	124	4239
	23585	2.8	0.3	0.9	NP_61	38436	42715	-298785	+	Gypsy-7_DSim-I	LTR/Gypsy	2	7154	-254	17	4279
	35648	3.1	0.6	0.4	NP_61	164188	168478	-173022	+	Gypsy-12_DSim-I	LTR/Gypsy	2	4300	-483	75	4290
	36572	4.1	1.6	0.3	NP_61	99827	104273	-237227	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	366	47	4446
	31894	8.9	1.2	1	NP_61	168988	173439	-168061	C	Gypsy-24_DYa-I	LTR/Gypsy	-697	4607	482	77	4451
	36339	3.9	1.6	0.5	NP_61	104296	108749	-232751	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	366	47	4453
	36824	4	1.2	0.3	NP_61	108772	113238	-228262	C	R1_DSi	Non-LTR_retrotransposon/R1	-565	4869	366	47	4466
	17969	9	4.1	4.6	NP_61	280389	284900	-56600	C	R1_DSi	Non-LTR_retrotransposon/R1	-1814	3620	601	154	4511
